5092,CLOSED,Tensorrt output is wrong in GPU-A40 but GPU-P40 is right,,2022-11-21 18:57:35 +0000 UTC
5091,CLOSED,Error case handling,question,2022-12-19 20:23:58 +0000 UTC
5090,CLOSED,need help about the deployment of large model,,2022-12-19 20:24:49 +0000 UTC
5089,CLOSED,How to setup a local server for realtime streaming inferences?,,2023-01-28 00:03:56 +0000 UTC
5087,CLOSED,Tritonserver load recommended backend failed,,2022-11-18 03:54:23 +0000 UTC
5084,CLOSED,onnx model causes core dump in 22.08+, works with 22.06,bug,2023-01-03 20:04:34 +0000 UTC
5082,CLOSED,Preprocessing input on server causing increased latency,,2022-11-16 16:19:17 +0000 UTC
5081,CLOSED,Question about the "python_backend",question,2022-12-06 19:02:42 +0000 UTC
5080,CLOSED,Model Ensemble using only the latest configuration files,,2022-12-06 19:04:07 +0000 UTC
5079,CLOSED,getting incorrect output shape,,2022-12-06 19:04:13 +0000 UTC
5078,CLOSED,client fails to compile,,2022-12-06 19:03:58 +0000 UTC
5077,CLOSED,triton server can not start if docker run with specified cpusets using docker run -cpuset-cpus,,2023-03-07 02:49:07 +0000 UTC
5074,CLOSED,Provide an API to access configpb.txt programmatically to know which models are configured to run on Triton,enhancement,2022-12-01 00:36:59 +0000 UTC
5073,CLOSED,docs/examples/stable_diffusion -> `scale_model_input` function should be called before `step`,bug,2022-11-28 22:54:33 +0000 UTC
5072,CLOSED,class inference::RepositoryModelLoadRequest has no member named ‘mutable_parameters’,,2022-11-15 00:33:18 +0000 UTC
5071,CLOSED,Failed to serve model coverted by torch2trt,,2022-11-17 00:52:46 +0000 UTC
5069,CLOSED,mobilenet based model deploy success, but run fail,,2023-02-21 21:58:08 +0000 UTC
5067,OPEN,Thread control options in PyTorch backend,enhancement,2022-11-14 04:26:46 +0000 UTC
5065,CLOSED,Triton doesn't recognize any model,,2022-11-10 20:55:56 +0000 UTC
5064,CLOSED,When i use 3060 gpu,can not load model,,2022-11-14 05:41:29 +0000 UTC
5063,CLOSED,Problems with installation of python_backend from source,,2022-11-10 20:55:14 +0000 UTC
5062,CLOSED,Support Load/ Unload Model Type Of PyTorch Geometric With TorchScript,,2022-11-29 16:57:16 +0000 UTC
5055,CLOSED,Stable-diffusion Example Inference Error due to Triton Server side's triton version update,bug,2022-11-17 00:33:42 +0000 UTC
5053,CLOSED,Infer error - unknown request input name input__0,,2022-11-13 17:06:50 +0000 UTC
5052,CLOSED,Deploying multiple Triton containers on a single GPU and unable to servce by GRPC at the same time,,2023-01-27 16:44:55 +0000 UTC
5050,OPEN,Ragged batching support for PyTorch backend,enhancement,2022-11-14 04:51:35 +0000 UTC
5049,CLOSED,Our onnx models need onnxruntime version 1.10.0. I'm using triton server version 22.08 which has onnxruntime version 1.11.1 in onnx backend. How can i use the required version?,,2022-11-29 16:57:35 +0000 UTC
5046,CLOSED,Can't make more than one request,,2023-07-06 18:30:25 +0000 UTC
5045,CLOSED,Triton server container taking long time to launch. How to reduce the time when scaling to new instances,,2023-02-07 10:46:12 +0000 UTC
5042,CLOSED,Triton-server TF backend, delayed response during explicit model update,,2022-11-29 16:58:07 +0000 UTC
5041,CLOSED,Error on loading Pytorch Model using Triton-PytorchBackedn,,2022-11-29 16:58:15 +0000 UTC
5040,CLOSED,How to build TensorFlow Backend With Custom TensorFlow?,,2022-11-25 12:38:46 +0000 UTC
5039,CLOSED,Unable to access GCS bucket with workload identity mechanism in GKE,bug,2023-04-18 09:59:19 +0000 UTC
5037,OPEN,allow constant input tensors in (ensemble) models,enhancement,2022-11-04 23:17:28 +0000 UTC
5035,CLOSED,Inputs' shape with reshape for batch inference has wired behaviour,,2023-02-23 22:23:52 +0000 UTC
5034,CLOSED,async_infer GRPC result mapping,question,2022-11-06 12:57:29 +0000 UTC
5031,CLOSED,Question about deploying multiple docker models on a single GPU,question,2022-11-07 18:54:43 +0000 UTC
5027,CLOSED,InferenceServerClient request time is large than model-analyzer,question,2022-11-09 17:33:50 +0000 UTC
5026,CLOSED,AVX,,2023-02-06 10:42:03 +0000 UTC
5025,CLOSED,22.09 Logger still unavailable in python_backend,question,2022-11-02 18:08:27 +0000 UTC
5024,CLOSED,Inference Speed drops,question,2022-11-29 16:58:23 +0000 UTC
5023,OPEN,Socket Closed when running on K8S,bug,2022-11-03 21:33:35 +0000 UTC
5021,CLOSED,Pytorch Backend Compatibility on AGX,question,2022-11-29 17:02:35 +0000 UTC
5018,CLOSED,USE GRPC ON OPENSHIFT,,2022-10-28 22:58:20 +0000 UTC
5017,CLOSED,report error when model batchsize>1.,,2022-12-29 13:36:41 +0000 UTC
5014,CLOSED,How to decrease GPU memory in onnxruntime?,,2022-11-22 02:26:06 +0000 UTC
5013,CLOSED,Why does TensorRT engine only supports max-batch 1,,2022-11-19 14:21:09 +0000 UTC
5009,CLOSED,Possibility to recreate new connection to the triton server,,2022-11-29 17:02:51 +0000 UTC
5008,CLOSED,why jetpack5.0 not supported S3 storage?,,2023-02-10 14:36:24 +0000 UTC
5007,CLOSED,Triton inference results lower than the corresponding .tlt model,,2023-01-28 00:04:52 +0000 UTC
5001,CLOSED,Can I use Triton server for inference on GPU AWS graviton instances,question,2022-11-29 17:04:05 +0000 UTC
5000,CLOSED,Windows triton build cannot make https call because of a reduced default libcurl,bug, investigating,2022-11-18 23:01:28 +0000 UTC
4999,CLOSED,How do I know that Triton's return is over?,duplicate,2023-06-28 12:45:01 +0000 UTC
4998,CLOSED,Triton Inference Server Image Python Libraries,,2022-10-20 19:16:10 +0000 UTC
4997,CLOSED,Model config and data transmitted is type F32, response in BYTES,bug, investigating,2022-10-21 01:16:03 +0000 UTC
4996,CLOSED,UnicodeEncodeError when using python backend to encode utf-8,question,2022-10-20 04:47:26 +0000 UTC
4995,CLOSED,How to properly use dynamic input shape with Triton?,bug, investigating,2022-10-31 20:45:56 +0000 UTC
4994,CLOSED,ModelInfer RPC doesn't support models with decoupled transaction policy,question,2022-10-25 23:22:51 +0000 UTC
4992,CLOSED,NVIDIA A2 Volatile GPU-Util = 88% just max_batch_size=2,question,2022-12-29 13:36:59 +0000 UTC
4990,CLOSED,Triton server throwing error on inference request after upgrading to latest version - INVALID_ARGUMENT: Fail to proof the equality of two dimensions at compile time,,2022-10-17 19:57:01 +0000 UTC
4989,CLOSED,Logging question,question,2022-12-19 20:28:19 +0000 UTC
4988,OPEN,Triton image_client.py fails to run,enhancement, investigating,2022-10-17 20:55:29 +0000 UTC
4987,CLOSED,The Issue of Triton Server Load Same Model Many Times,,2022-11-22 03:12:45 +0000 UTC
4986,CLOSED,Model profiling without model analyzer,,2023-02-17 19:55:21 +0000 UTC
4985,CLOSED,tritonclient.utils.InferenceServerException: [StatusCode.UNAVAILABLE] Connection reset by peer,,2022-10-18 03:16:09 +0000 UTC
4984,OPEN,gRPC client generated python files are really old,enhancement, investigating,2023-02-08 11:09:07 +0000 UTC
4983,CLOSED,Ho to debug the model file while using Python backend,question,2022-12-19 20:32:18 +0000 UTC
4981,CLOSED,Docker build fail on windows,bug,2022-12-05 19:58:34 +0000 UTC
4980,CLOSED,Can not run the demo example : Request for unknown model: 'densenet_onnx' is not found,question,2022-10-14 01:14:01 +0000 UTC
4979,CLOSED,Build error on windows,bug,2022-11-28 18:36:29 +0000 UTC
4978,CLOSED,Question: Triton server scaling when too many models,question,2022-10-19 17:25:33 +0000 UTC
4977,CLOSED,Unable to Launch container ImagePull Back Off Issue,question,2022-10-18 00:25:37 +0000 UTC
4976,CLOSED,Load/Unload model,,2022-10-26 01:01:19 +0000 UTC
4975,CLOSED,Python backend: enable sharing memory between multiple instances of a model,,2023-01-04 22:36:23 +0000 UTC
4974,CLOSED,Loading parameters at model loading time,question,2022-12-19 20:28:56 +0000 UTC
4973,CLOSED,How to discover for Tensorrt backend if batch size for the model is restricted to exactly max_batch_size?,question,2022-12-20 20:31:49 +0000 UTC
4972,CLOSED,python backend {'error': 'GRPC Execute Failed, message: Received message larger than max (4915244 vs. 4194304)'},,2022-11-22 03:12:55 +0000 UTC
4971,CLOSED,The results returned by the interface can be customized,,2022-10-13 00:37:23 +0000 UTC
4970,CLOSED,Shared Memory Header and Libraries not included in the prebuilt libraries. Can they be included?,,2022-10-11 23:38:19 +0000 UTC
4967,CLOSED,terminate called after throwing an instance of 'std::out_of_range',,2022-11-22 03:12:50 +0000 UTC
4966,CLOSED,ONNX model unload does not free system memory,investigating,2023-01-30 18:57:56 +0000 UTC
4965,CLOSED,Error while loading shared libraries: libdcgm.so.2,bug,2023-05-22 22:37:22 +0000 UTC
4959,CLOSED,Triton server with python backend slow for YOLO inferencing,question,2022-10-18 11:48:52 +0000 UTC
4958,CLOSED,8000 port is not responding,,2022-11-22 03:13:00 +0000 UTC
4957,CLOSED,Unable to load custom YOLOX model with CPU only mode - failed to stat file,question,2022-10-11 05:55:59 +0000 UTC
4956,CLOSED,Triton Server crash when upload a wrong serializationVersion model,bug, investigating,2022-10-10 21:50:13 +0000 UTC
4955,CLOSED,Failed to create environment directory for '/tmp/python_env_QNQ3ug/5',investigating,2022-12-04 03:55:47 +0000 UTC
4954,CLOSED,how to get triton_python.dll?,question,2022-10-14 23:26:14 +0000 UTC
4952,CLOSED,libgomp-d22c30c5.so.1: cannot allocate memory in static TLS block,,2022-10-25 02:51:48 +0000 UTC
4947,CLOSED,Load python model GPU failed,,2022-11-22 02:57:02 +0000 UTC
4942,OPEN,Add example model for FIL backend,enhancement,2022-11-22 03:13:42 +0000 UTC
4941,CLOSED,Get request_id_ from failed request,enhancement,2023-01-19 18:30:16 +0000 UTC
4940,CLOSED,Simultaneous execution and dynamic batching,question,2022-10-06 17:36:21 +0000 UTC
4938,CLOSED,[INFO] How does the internal queue/batching work?,question,2022-10-06 16:40:16 +0000 UTC
4937,OPEN,Missing doc for `platform`,bug,2022-10-03 16:29:53 +0000 UTC
4936,CLOSED,Deploy triton model on multiple nodes,question,2022-10-06 16:42:14 +0000 UTC
4935,CLOSED,Load model to repository,question,2022-12-19 20:33:01 +0000 UTC
4934,CLOSED,RuntimeError: Error in dlopen: libtorch_cuda_linalg.so: cannot open shared object file: No such file or directory,bug,2023-02-21 21:01:11 +0000 UTC
4932,CLOSED,Python Backend Uses Lots of GPU Memory,question,2022-12-26 09:21:08 +0000 UTC
4931,CLOSED,Failed to process the request(s) for model '***', message: error: unpack_from requires a buffer of at least 578635587 bytes for unpacking 578486289 bytes at offset 149298 (actual buffer size is 242891) At: /opt/tritonserver/backends/python/triton_python_backend_utils.py(116): deserialize_bytes_tensor,bug,2023-05-19 22:31:16 +0000 UTC
4930,CLOSED,tritonclient with pycuda integration,enhancement,2023-06-21 01:33:39 +0000 UTC
4929,CLOSED,Error Resuming when not pause,bug,2022-12-20 20:22:03 +0000 UTC
4927,CLOSED,Seek help: Unrecognized data format,,2022-09-28 02:52:48 +0000 UTC
4925,CLOSED,Occasional segfault in dynamic batch scheduler using ONNX runtime,bug, investigating,2022-10-07 15:51:53 +0000 UTC
4924,CLOSED,[Tensorflow Backend] | [Segfault, intermittent] | Unloading model on GPU results in a segfault i.e. tritonserver crashes,bug,2022-10-28 23:52:04 +0000 UTC
4919,OPEN,Add support to "parameters" in Python tritonclient package,enhancement,2022-09-26 21:17:58 +0000 UTC
4918,CLOSED,Responses arrives in different order than has been sent,question,2023-02-23 23:12:41 +0000 UTC
4917,CLOSED,Grpc_serve unable to handle Java client UINT32 requests,,2022-11-10 16:33:32 +0000 UTC
4916,CLOSED,Bytes/String Datatype golang grpc client example,,2022-10-07 01:12:19 +0000 UTC
4915,CLOSED,Triton failed to open the cudaIpcHandle upon prediction request when launched in container under WSL2,bug,2022-10-19 02:45:41 +0000 UTC
4910,CLOSED,explicit mode load model failed,,2022-10-13 00:52:00 +0000 UTC
4909,CLOSED,Multiple Classification,,2022-10-18 00:02:10 +0000 UTC
4908,CLOSED,module 'triton_python_backend_utils' has no attribute 'Logger',,2022-09-25 17:57:47 +0000 UTC
4907,CLOSED,Yolo in the Cloud,,2022-11-22 03:13:56 +0000 UTC
4906,CLOSED,Server Hangs when loading python backend w/ pytorch (including the example),,2022-11-22 03:14:23 +0000 UTC
4904,CLOSED,Broken metrics link in the backend example,,2022-10-03 18:57:24 +0000 UTC
4903,CLOSED,Unexpected shape for input 'TEXT' for model 'ensemble_model'. Expected [-1,-1], got [2],question,2022-12-20 20:28:38 +0000 UTC
4902,CLOSED,wrong format of returned results,,2022-09-22 07:04:12 +0000 UTC
4899,CLOSED,Parameter CPU_THREADS_NUM setting bug in openvino_backend,,2022-09-22 13:57:36 +0000 UTC
4898,CLOSED,Triton Server return wrong results,,2022-09-21 07:08:13 +0000 UTC
4896,CLOSED,Supporting MIG with multi model instance groups,,2022-10-04 15:24:17 +0000 UTC
4894,CLOSED,Fatal error: EfficientNMS_TRT is not a registered function/op,question,2022-09-30 22:45:32 +0000 UTC
4893,CLOSED,Fatal error: EfficientNMS_TRT is not a registered function/op,duplicate,2022-09-19 18:50:43 +0000 UTC
4892,CLOSED,[QUESTION] What are Benefits of Using Backends?,question,2022-09-21 05:06:34 +0000 UTC
4890,CLOSED,How to invoke multiple models using a single BLS?,,2022-10-04 15:24:34 +0000 UTC
4889,CLOSED,[QUESTION] About Concurrent Model Execution Feature,,2022-09-28 06:53:20 +0000 UTC
4888,CLOSED,Splitting a batch of images into small batches for different instances.,,2022-10-04 15:25:40 +0000 UTC
4887,CLOSED,UNAVAILABLE: Internal: Unable to set NUMA memory policy: Operation not permitted,,2022-10-10 23:59:26 +0000 UTC
4886,CLOSED,Dynamic batching but require fixed input size,bug,2022-11-29 17:03:48 +0000 UTC
4885,CLOSED,Get shm memory status,,2022-11-22 03:15:02 +0000 UTC
4881,CLOSED,image_client.py does not get enough responses from server,question,2022-09-20 10:25:10 +0000 UTC
4880,CLOSED,too many open files,bug, investigating,2022-09-27 14:31:28 +0000 UTC
4875,CLOSED,Lower latency with high cpu usage, while higher latency with low cpu usage,question,2022-09-14 17:07:08 +0000 UTC
4874,CLOSED,build file after edit image_client.py code,question,2022-09-16 01:54:53 +0000 UTC
4872,CLOSED,Transfering results of Async Requests to Queue Best Practice,,2022-09-13 15:48:19 +0000 UTC
4870,OPEN,Python backend cannot import Tensor,enhancement,2023-01-29 10:59:57 +0000 UTC
4869,CLOSED,python backend: How to set the shm-size with triton helm chart?,,2022-09-12 11:37:55 +0000 UTC
4868,CLOSED,Memory leek problem in 22.07 of tensorrt backend,,2022-09-11 09:02:50 +0000 UTC
4867,CLOSED,Run constrained beam search T5 with TensorRT Triton,question,2022-09-30 22:45:29 +0000 UTC
4866,CLOSED,Lost file when deploy Triton from S3,question,2022-09-30 22:42:52 +0000 UTC
4865,CLOSED,Python backend 0-size GPU tensors causing "failed to get cuda pointer device attribute: invalid argument",bug, investigating,2022-09-29 00:42:27 +0000 UTC
4858,CLOSED,Tritonserver: symbol lookup error: _sentencepiece_tokenizer.so,question,2022-09-22 21:39:51 +0000 UTC
4857,CLOSED,python backend crash,,2022-09-30 22:42:45 +0000 UTC
4856,CLOSED,question about the priority in ratelimiter,question,2022-11-08 23:02:47 +0000 UTC
4855,CLOSED,strange coredump in libtritonserver.so,bug,2022-09-30 18:47:14 +0000 UTC
4854,CLOSED,how could I know the default value of model_config.proto,question,2022-09-09 01:58:23 +0000 UTC
4853,CLOSED,Impossible to load custom python backend,investigating,2023-03-15 10:06:26 +0000 UTC
4851,CLOSED,How to use triton for Multi Object Tracking,question,2022-09-30 22:47:28 +0000 UTC
4850,CLOSED,Question with client with cuda shared memory,question,2022-09-06 17:06:21 +0000 UTC
4849,CLOSED,`tritonclient[grpc]==2.24.0` Produces OOMs When Async gRPC Calls Are Performed,,2022-11-22 03:14:18 +0000 UTC
4848,CLOSED,use triton container 22.07 sdk load torchscript model failed,,2022-09-05 11:46:07 +0000 UTC
4847,CLOSED,Can't build the Dockerfile.win10.min,,2022-11-22 18:19:50 +0000 UTC
4846,CLOSED,data serializing error when the concurrency of requests is high,,2022-09-30 22:47:02 +0000 UTC
4845,CLOSED,Ensemble scheduler parallel,question,2022-09-09 01:59:11 +0000 UTC
4844,CLOSED,Errors when loading new models multiple times in quick succession,,2022-11-22 03:15:18 +0000 UTC
4843,OPEN,How stub methods are using?,question,2022-09-09 23:53:29 +0000 UTC
4842,CLOSED,BERT model is returning NaN logits values in output,,2022-09-30 22:44:01 +0000 UTC
4841,CLOSED,Under high load, stateful batcher queues small batches,bug,2022-11-18 10:15:24 +0000 UTC
4840,CLOSED,GRPC: unable to provide 'prob' in GPU, will use CPU,,2022-11-22 03:10:49 +0000 UTC
4839,CLOSED,building without docker: How to specify backend's CUDA / CuDNN version?,,2022-09-02 09:01:19 +0000 UTC
4838,CLOSED,Is there any sort of C++ equivalent of the Python BLS in Triton?,,2022-09-02 16:53:14 +0000 UTC
4837,CLOSED,Unable to create cluster with single t4 gpu , 2 core 12 gb ram in GKE,question,2022-10-13 00:52:59 +0000 UTC
4836,OPEN,Dose StreamInfer assure connecting with same model instance?,question,2022-09-02 17:01:24 +0000 UTC
4834,CLOSED,Using shm in bls,,2022-11-22 02:07:43 +0000 UTC
4833,CLOSED,when using model load api to load model in explicit mode by passing the model config, get attempt to access JSON non-string as string exception,,2022-08-31 11:58:10 +0000 UTC
4832,CLOSED,How to make different model version use different config?,question,2022-10-11 00:00:30 +0000 UTC
4831,CLOSED,example for Kubernetes configuration multi-node multi-gpu,,2023-02-13 19:19:42 +0000 UTC
4829,CLOSED,README.md steps not working for me,question, investigating,2023-07-08 00:31:18 +0000 UTC
4828,CLOSED,Wrong behaviour of ensemble unloading using HTTP API,,2022-08-31 11:27:13 +0000 UTC
4827,CLOSED,How to use nsight system in triton inference server,,2022-08-30 08:23:43 +0000 UTC
4826,CLOSED,max_batch_size configuration issue,question,2022-09-12 17:33:43 +0000 UTC
4825,CLOSED,Buiding without docker failed,,2022-11-22 03:10:12 +0000 UTC
4824,CLOSED,Load a new pytorch model but get an error: configuration expects 0 inputs, model provides 2,,2022-10-27 01:02:30 +0000 UTC
4821,CLOSED,Cannot use pb_utils.Logger,,2022-08-29 18:40:33 +0000 UTC
4820,CLOSED,Model config for empty dimensions,,2022-08-29 16:53:46 +0000 UTC
4819,OPEN,Core rebuild is extremely long,enhancement,2022-08-30 20:08:42 +0000 UTC
4818,CLOSED,Request Cancellation,question,2022-09-12 17:33:20 +0000 UTC
4817,CLOSED,Tensorflow model does not work on inference,question,2022-09-12 17:35:11 +0000 UTC
4815,CLOSED,Triton not loading custom ONNX model,question,2022-09-14 18:58:41 +0000 UTC
4814,CLOSED,Error when doing inference using tf-trt converted frozen model,,2022-10-11 00:00:00 +0000 UTC
4813,CLOSED,triton_python_backend_utils's api document?,,2022-09-09 07:17:57 +0000 UTC
4812,CLOSED,Incomprehensible overhead in Tritonserver inference,question, performance,2023-02-23 23:10:42 +0000 UTC
4811,CLOSED,onnx model dynamic axis not working,,2022-10-13 00:48:32 +0000 UTC
4810,CLOSED,[12th Gen Intel(R)] container was built for CPUs supporting at least the AVX instruction set,,2022-11-22 03:11:33 +0000 UTC
4809,CLOSED,No-copy Tensor transfer in python backend-based ensemble,question, performance,2022-11-29 17:03:24 +0000 UTC
4808,CLOSED,If I open the log verbose in python http client, will time cost increase?,,2022-08-26 08:46:36 +0000 UTC
4807,CLOSED,Support for Mac M1 chips?,,2022-08-24 07:02:28 +0000 UTC
4806,CLOSED,Check torchlib torch version,,2022-08-23 22:51:37 +0000 UTC
4804,CLOSED,Failed to set cuda graph shape when I set max_batch_size==0,bug,2022-09-23 18:27:21 +0000 UTC
4800,CLOSED,Shared memory failing in gunicorn following example,,2022-11-22 03:15:29 +0000 UTC
4799,CLOSED,Multiple instances on the same GPU,question,2022-08-23 00:24:44 +0000 UTC
4798,CLOSED,Error details: Error setting the binding dimension,,2022-08-24 10:19:16 +0000 UTC
4797,CLOSED,W0821 08:49:41.251296 104802 server.cc:208] failed to enable peer access for some device pairs,,2022-10-13 00:49:24 +0000 UTC
4796,CLOSED,What should I do when backend_input_collector return need_cuda_input_sync of True value?,question,2022-09-13 20:54:51 +0000 UTC
4795,CLOSED,Images Downloaded Location?,question,2022-08-24 18:27:45 +0000 UTC
4790,CLOSED,Low gpu utilization,,2022-11-22 03:13:23 +0000 UTC
4788,CLOSED,Question about inferring on multiple cards using cuda_shared_memory,question,2022-09-12 17:33:56 +0000 UTC
4787,CLOSED,How can I get the model list when I set --model-control-mode=poll by using "curl -X POST http://<ip>: <port>/v2/reporitory/models/....",question,2022-08-31 20:37:56 +0000 UTC
4786,OPEN,Show ensemble stage where error happens,enhancement,2022-08-19 15:57:22 +0000 UTC
4784,CLOSED,Changing Maximum Batch Size after model deployment,question,2022-08-19 15:41:38 +0000 UTC
4783,CLOSED,Python backend bug when using model load api to reload model in explicit mode,bug, investigating,2023-03-16 22:28:34 +0000 UTC
4782,CLOSED,How long support of current backend API you are guarantee.,question,2022-08-18 21:54:47 +0000 UTC
4781,OPEN,Container images for Jetson devices,enhancement,2022-08-17 23:20:00 +0000 UTC
4780,CLOSED,[BUG] Multi-input model with varying sizes gives error with gRPC client,,2022-08-18 13:32:53 +0000 UTC
4779,OPEN,Tests for backend examples,enhancement,2022-08-17 18:37:03 +0000 UTC
4778,CLOSED,triton pytorch backend malloc coredump,bug,2022-09-05 09:25:38 +0000 UTC
4776,CLOSED,Socket operation on non-socket when using multiprocessing,,2022-08-18 06:01:16 +0000 UTC
4775,CLOSED,Issues with implicit state management,,2022-08-17 18:40:25 +0000 UTC
4772,OPEN,Python Backend to support GPU instance,enhancement,2023-07-06 18:14:38 +0000 UTC
4769,CLOSED,Core dump when dynamic batch Infer using tensorflow backend,bug, investigating,2023-04-10 16:22:00 +0000 UTC
4767,CLOSED,Unexpected inference output 'model_output', allowed outputs are: logits,question,2022-09-21 12:49:20 +0000 UTC
4766,OPEN,CUDNN_STATUS_EXECUTION_FAILED when Triton server is running,bug,2022-09-01 00:34:30 +0000 UTC
4765,CLOSED,WebRTC Support ?,,2022-08-31 20:36:57 +0000 UTC
4764,CLOSED,Does model should instantly free memory after unload?,bug,2022-08-31 20:36:43 +0000 UTC
4763,CLOSED,Run server with public IP !,question,2022-08-15 16:49:01 +0000 UTC
4761,CLOSED,Triton pod not scheduled in all GPUs in a physical server.,question,2022-08-13 01:56:48 +0000 UTC
4756,CLOSED,TF_SIGNATURE_DEF is not used when selected on service startup,bug,2023-03-24 00:40:27 +0000 UTC
4754,CLOSED,Real time inference using Triton C APIs for multiple models,,2022-11-10 16:35:14 +0000 UTC
4753,CLOSED,Limit maximum nubmer of concurrent requests for triton server,question,2022-08-10 17:17:22 +0000 UTC
4752,CLOSED,Build a custom python backend environment for old fashion model. How to use specific CUDA version in conda environment?,,2022-11-22 03:03:02 +0000 UTC
4749,CLOSED,Have any roadmap to support http2?,,2022-09-06 23:43:31 +0000 UTC
4748,CLOSED,[question] Development workflow for custom C++ backends,,2022-09-02 10:26:06 +0000 UTC
4745,CLOSED,Is it possible to add logging to python backend?,,2022-08-05 19:29:11 +0000 UTC
4744,CLOSED,Triton server always crash during stress test.,,2022-09-22 11:13:16 +0000 UTC
4743,CLOSED,Python Backend complains "triton_python_backend_utils" has no attribute "InferenceRequest",bug,2022-09-30 22:43:27 +0000 UTC
4742,CLOSED,onnxruntime: `--no-container-build` not honored,,2022-09-09 20:38:15 +0000 UTC
4739,CLOSED,Couldn't get temp CUBIN file name - TensorFlow XLA,investigating,2022-08-17 22:05:44 +0000 UTC
4737,CLOSED,How to run triton on windows10?,investigating,2023-05-29 08:22:16 +0000 UTC
4734,CLOSED,Perf_analyzer json file error on unspecified optional tensors.,,2022-08-03 14:32:27 +0000 UTC
4733,OPEN,Python backend dynamic loading model uses configuration parameters, and loading fails,bug,2022-08-05 21:05:57 +0000 UTC
4731,OPEN,enh: Trace to capture the child models invoked from BLS,enhancement,2022-08-05 00:37:14 +0000 UTC
4730,CLOSED,build error: /workspace/src/grpc_server.cc:822:35: error: 'google::protobuf::stringpiece_internal' has not been declared,,2022-09-07 21:47:14 +0000 UTC
4728,CLOSED,Python backend shared codebase and code import,question,2022-08-03 05:56:51 +0000 UTC
4726,CLOSED,Question complex output with different shape for every sample - Token classification,,2022-08-28 12:24:51 +0000 UTC
4725,OPEN,Fail to fetch PR with `--repo-tag`,bug,2022-08-04 22:54:42 +0000 UTC
4724,CLOSED,failed to load model,,2022-09-07 21:47:37 +0000 UTC
4722,CLOSED,Customize response when using raw binary request.,enhancement,2022-08-12 16:17:41 +0000 UTC
4720,CLOSED,Trace summary script doesn't correctly handle splitting string values,,2022-10-21 23:42:35 +0000 UTC
4719,CLOSED,Large model output is copied when working from a BLS,,2023-02-01 20:46:26 +0000 UTC
4718,CLOSED,Add request id to trace output,enhancement,2023-03-07 19:36:32 +0000 UTC
4716,CLOSED,Parallel model inferencing flakey after upgrading triton,,2022-10-13 00:42:15 +0000 UTC
4715,CLOSED,Triton server periodically stops responding to `ServerLive`, `ServerReady` and `RepositoryIndex` requests,,2022-11-22 03:31:59 +0000 UTC
4714,CLOSED,oops,,2022-07-29 18:51:27 +0000 UTC
4713,CLOSED,Error message printed when install python packages in `nvcr.io/nvidia/tritonserver:22.06-py3` docker,,2022-08-01 22:23:01 +0000 UTC
4712,CLOSED,Tensorrt is very slow when batch size is small,,2022-09-07 21:48:51 +0000 UTC
4711,CLOSED,[Question] About perf_analyzer request rate,bug,2023-02-10 03:18:17 +0000 UTC
4708,CLOSED,can't print chinese in Python backend,,2022-09-09 20:40:55 +0000 UTC
4703,CLOSED,Python backend initialize 'model_repository' arg breaking change,,2022-07-29 18:45:34 +0000 UTC
4702,CLOSED,Error in accessing MINIO with self signed cert,,2022-09-07 21:49:19 +0000 UTC
4700,CLOSED,How to load plugin dynamically,enhancement,2023-07-06 18:47:59 +0000 UTC
4697,CLOSED,Failed to load tensorflow model: Not loaded: No model version was found,,2022-07-26 23:02:44 +0000 UTC
4696,CLOSED,Two issues when trying to do the homework of Triton server lesson from the NVIDIA DLI,,2022-07-27 02:11:34 +0000 UTC
4691,CLOSED,Compute output much larger than compute input,,2022-11-22 03:31:55 +0000 UTC
4690,CLOSED,openvinobackend inference only support synchronous mode? why not asynchronous mode,,2022-11-22 03:03:09 +0000 UTC
4689,CLOSED,Using S3 repository for Triton does not working properly / Cannot plug in to S3,,2022-07-26 17:35:12 +0000 UTC
4688,CLOSED,NGC container 22.07,question,2022-07-25 17:49:58 +0000 UTC
4687,CLOSED,Support TensorRT 8.4,,2022-07-23 13:16:32 +0000 UTC
4685,CLOSED,tritonclient.utils.InferenceServerException: [StatusCode.INTERNAL] Unable to open shared memory region: '/tVHIApxKugk6TwsknLr1b',question,2023-02-23 23:05:02 +0000 UTC
4683,CLOSED,TensorRT Optimization in ConfigMap,question,2022-07-31 12:39:49 +0000 UTC
4679,CLOSED,Clients supporting sending multiple synchronous inferences at the same time,question,2022-10-11 00:01:56 +0000 UTC
4678,CLOSED,How can I run an uninterrupted thread in python backend?,question,2022-07-25 01:58:39 +0000 UTC
4675,CLOSED,Optional usage of shared memory for python backend,,2022-07-21 11:27:53 +0000 UTC
4674,CLOSED,perf_analyzer,,2022-07-21 17:32:40 +0000 UTC
4673,CLOSED,Ensemble model can't obtain data from pre-processor,question,2022-07-21 02:03:52 +0000 UTC
4672,CLOSED,What is the difference between `Plattform` and `Backend`,question,2022-10-11 00:03:01 +0000 UTC
4671,CLOSED,run testing triton fail,question,2022-09-07 21:50:27 +0000 UTC
4669,CLOSED,Questions for asynchronous Triton deployment,question,2022-07-20 08:21:27 +0000 UTC
4668,OPEN,One click deployment to GKE no longer works as Istio deprecated,enhancement, investigating,2023-02-16 18:11:46 +0000 UTC
